FarmID,State,Crop,Season,SoilType,FarmingMethod,IrrigationType,FertilizerUsed,PesticideUsed,ImprovedSeed,FarmSize(Hectares),Rainfall(mm),Temperature(°C),Humidity(%),SoilPH,Fertilizer(kg/ha),Pesticide(L/ha),FarmExperience(Years),NumWorkers,DistanceToMarket(km),CreditAccess,ExtensionServices,PreviousYield(tons/ha),PlantingDensity(plants/ha),ActualYield(tons/ha),YieldCategory
FRM018404,Sokoto,Cassava,dry season,Loamy,Mixed,None,Yes,No,Yes,9.41,933.1,31.1,72.4,5.82,66.0,0.9,2,3,23.7,1,1,5.26,57490.0,5.79,High
FRM018405,Yobe,Soybean,Rainy,L,Irrigation,Drip,Yes,Yes,Yes,2.23,844.6,31.4,62.8,6.01,124.8,2.08,9,4,1.2,1,0,5.46,57428.0,5.08,EXCELLENT
FRM018406,Bauchi,Groundnut,dry,clay,rain-fed,flood,Yes,Y,No,5.27,1077.3,23.8,90.6,4.75,46.0,2.81,1,5,15.4,1,1,1.45,44163.0,1.75,Low
FRM018407,Taraba,Rice,Wet Season,loamy,Mixed,drip,no,Yes,No,13.2 acres,200.0,22.6,85.6,6.54,94.4,2.79,10,5,2.3miles,1,0,3.85,45606.0,1.29,Low
FRM018408,Zamfara,Maize,DRY,Clay,Irrigation,Flood,0,Yes,No,4.43,691.5,29.1,51.3,6.0,56.1,7.06,16,5,3.6,1,0,4.23,67420.0,2.0,Moderate
FRM018409,Jigawa,Yam,Rainy,Silt,Rain-fed,Flood,Yes,Yes,no,1.05,1005.8,25.7,72.3,5.64,973.0,0.88,13,6,21.2,0,0,1.85,99805.0,3.15,MEDIUM
FRM018410,Niger,Millet,Harmattan,Loamy,Rainfed,drip,Y,No,Yes,3.84,965.1,27.4,76.4,5.93,588.0,0.0,7,2,13.7,0,0,4.23,52525.0,2.8,MODERATE
FRM018411,Yobe,Soybean,Dry Season,Loamy,irrigation,Nil,Y,Y,Yes,0.29,646.2,23.4,73.7,5.19,63.0 kg/ha,3.18,10,5,35.8,0,0,2.74 t/ha,47131.0,3.68,M
FRM018412,Katsina,Sorghum,Harmattan,Clay,Irrigation,none,No,Yes,No,1.2,732.3,24.4 degrees,75.7,6.09,122.1,3.45,14,5,38.8,1,1,3.38,35975.0,3.86,AVERAGE
FRM018413,Bauchi,Cowpea,dry season,Sandy,Rain-fed,None,Yes,Yes,No,34.900000000000006,793.7,24.0,68.9,5.61,117.3,5.31,4,1,21.1,1,1,2.86,23683.0,3.57,Moderate
FRM018414,Sokoto,Groundnut,Wet Season,Silt,Rain-fed,None,Yes,0,Yes,1.89,308.4,21.9,68.1 percent,6.05,60.9,6.13,0,3,16.1km,1,1,2.0,72341.0,2.26,Below Average
FRM018415,Katsina,Millet,Wet Season,Loamy,Rain-fed,Sprinkler,No,No,No,1.89,452.7,28.2,100.0,5.98,149.1,1.3,10,5,16.0,0,1,4.65,85387.0,1.27,low
FRM018416,Kaduna,Soybean,wet season,Sandy,Rain-fed,Flood,yes,No,Yes,1.04,1292.1,29.1,20.0,4.87,96.6,4.28,2,4,10.6,0,1,2.32,67601.0,3.79,medium
FRM018417,Taraba,Yam,Rainy,Loamy,irrigation,Drip,Yes,Yes,yes,3.14,982.7,31.7,81.0,6.25,50.5,6.47,10,4,29.0,0,1,2.92,69402.0,6.32,Excellent
FRM018418,Gombe,Rice,Dry Season,Clay,Rain-fed,None,Yes,No,No,0.6,1493.4,29.1,54.3,6.01,39.4,3.79,8,7,14.3,1,0,2.47,85508.0,2.24,M
FRM018419,Plateau,Groundnut,Harmattan,Sandy,Irrigation,Flood,Yes,Yes,Yes,1.1,1101.8,26.4,56.7,7.72,125.0,6.27,13,3,46.0,0,0,3.21,58497.0,3.81,MODERATE
FRM018420,Kano,Yam,wet season,S,Rain-fed,Flood,No,No,Yes,0.66,1056.8,24.0,81.6,5.24,61.6,4.87,15,2,12.2,1,1,2.83,80114.0,2.07,L
FRM018421,Kaduna,Wheat,Wet Season,Silt,Rain-fed,Sprinkler,No,No,Yes,0.2,1040.9,29.8,40.6,7.02,93.1,6.81,0,4,3.5,1,1,2.81,49227.0,2.56,Poor
FRM018422,Benue,Yam,dry,Silty,Mixed,Drip,Yes,No,Yes,2.79,795.5,36.0,60.2,6.13,169.4,1.68,16,4,18.9,0,0,0.2,56409.0,1.77,L
FRM018423,Yobe,Yam,wet season,Clay,Irrigation,None,Yes,No,yes,2.02,819.1,28.4,50.1,6.4,74.7,5.92,0,1,21.4,0,1,1.87,41484.0,3.51,medium
FRM018424,Kebbi,Rice,WET,Clay,Rain-fed,Flood,No,Yes,No,0.75,989.4,25.9°C,71.6,5.0,43.3 kg/ha,1.87,1,5,23.3,0,1,6.24,57529.0,1.91,Poor
FRM018425,Gombe,Cassava,Wet Season,loamy,Rain-fed,flood,Yes,Yes,Yes,0.55,778.3,36.5,81.0,4.67,0.0,5.72,31,2,21.3,1,0,4.0,53253.0,2.25,Medium
FRM018426,Kano,Wheat,Dry Season,Clay,Irrigation,Sprinkler,No,Yes,No,1.18,902.1,28.7,71.1,6.9,144.6,3.1,20,1,13.9,1,0,2.09,38945.0,4.21,Average
FRM018427,Zamfara,Maize,wet season,Silt,Irrigation,none,No,No,Yes,1.08,788.2,28.5,47.2,6.59,63.5,4.63,0,7,18.5,0,1,2.41 tons,45176.0,2.0,medium
FRM018428,Taraba,Millet,Harmattan,Silty,mixed,None,Yes,Yes,yes,1.8,869.9,25.3,55.1,5.91,134.3,7.47,20,3,1.0,1,1,4.7,52916.0,5.62,H
FRM018429,Niger,Soybean,Wet Season,Silt,Rain-fed,None,No,Yes,no,2.43,461.8,24.1,79.1,5.61,55.7,4.06,14,4,18.6,1,1,2.89,37809.0,1.55,Low
FRM018430,Zamfara,Soybean,Rainy,Loamy,Mixed,N/A,No,No,Yes,1.13,1024.6,23.1,40.2,pH 7.26,99.7,4.61,16,5,36.5,0,1,3.91,71518.0,3.19,MODERATE
FRM018431,Sokoto,Sorghum,dry season,Loamy,Irrigation,Drip,No,No,Yes,11.4,951.5,29.4,53.4,7.57,58.7,3.2,14,4,31.1,0,0,2.04,73326.0,3.4,M
FRM018432,Jigawa,Maize,wet season,Loamy,Rainfed,None,Yes,no,Yes,1.47,459.6,28.8,81.4,4.44,76.4,2.59,9,3,19.4,0,0,3.14,64398.0,1.3,Poor
FRM018433,Bauchi,Maize,Harmattan,loamy,Irrigated,sprinkler,No,Yes,No,1.09,1116.8mm,23.1,59.6,6.63,60.7,5.6,10,2,28.5,1,0,4.2,77114.0,3.08,medium
FRM018434,Kano,Maize,Wet Season,LOAMY,Mixed,drip,Yes,Yes,Yes,1.04,1014.5,25.3,63.2,6.79,139.4,2.54,10,4,8.2,1,1,3.34,75712.0,7.02,Excellent
FRM018435,Kebbi,Maize,dry,Sandy,Rain-fed,None,Yes,Yes,1,3.18,788.2,21.7,76.7,6.62,45.6,2.41,2,5,5.6,0,1,2.02,69171.0,3.93,MODERATE
FRM018436,Plateau,Rice,Harmattan,Loamy,Rain-fed,Sprinkler,No,yes,Yes,0.15,1349.1,29.1,46.7,6.2,59.6,0.33,19,3,3.7,1,0,3.46,57680.0,3.1,Medium
FRM018437,Niger,Cassava,Dry Season,Clay,rain-fed,Sprinkler,Yes,No,No,5.58 acres,925.7,30.6,56.9,5.36,92.0,3.34,12,1,1.5,0,1,3.0,76783.0,2.4,L
FRM018438,Katsina,Rice,wet season,loamy,irrigation,Flood,Yes,Yes,no,2.72,200.0,20.8,34.7,5.96,96.8,1.58,22,1,14.3,0,0,3.89,82686.0,3.02,MODERATE
FRM018439,Yobe,Millet,Wet Season,Clay,IRRIGATION,Drip,Yes,No,Yes,2.13,1153.1,31.9,75.2,7.45 pH,40.4,7.91,4,4,19.1,1,1,5.45,45989.0,3.26,Moderate
FRM018440,Taraba,Wheat,wet season,Loamy,Rain-fed,flood,Y,No,Yes,1.07,694.8,37.3,53.8,6.88,93.6,2.82,11,5,3.8,1,1,3.44,55636.0,3.83,Medium
FRM018441,Jigawa,Sorghum,wet season,Silt,Mixed,Flood,Yes,N,yes,7.07,1092.4,24.7C,78.8 percent,5.12,92.3,3.98,16,6,6.3,0,0,2.03,56487.0,2.97,medium
FRM018442,Sokoto,Rice,wet,Sandy,Mixed,None,Yes,Yes,Yes,1.29,996.5,27.6,64.4,5.11,32.4,4.16,8,4,18.3,1,1,1.68,36903.0,2.62,MODERATE
FRM018443,Taraba,Millet,Dry Season,Clay,Rain-fed,Flood,No,Yes,Yes,0.96,1020.0,19.1,81.3,5.78,92.6,4.84,12,1,14.7,1,1,2.94,74125.0,2.61,M
FRM018444,Zamfara,Wheat,dry season,loamy,Irrigation,Sprinkler,Yes,no,No,1.7,881.1,32.3,89.7,5.06,123.5,4.28,3,4,36.2,0,1,3.34,54158.0,2.79,M
FRM018445,Yobe,Millet,DRY,loamy,Irrigation,None,Yes,Yes,Yes,5.8,,22.3C,100.0,6.7,60.6,3.78,16,1,51.1,1,1,3.22,51837.0,5.82,HIGH
FRM018446,Gombe,Cassava,dry season,Silt,irrigation,Flood,Yes,Yes,Yes,6.68,1225.4,24.7,70.0,6.15,17.8,0.0,7,1,25.7,0,0,2.8,59457.0,5.69,Excellent
FRM018447,Gombe,Millet,Wet Season,CLAY,Rain-fed,None,Yes,No,Yes,4.88,825.5,27.5,88.3,6.5 pH,71.8,3.27,3,5,35.8,1,0,2.48,41555.0,2.52,AVERAGE
FRM018448,Kano,Groundnut,Wet Season,Clay,rain-fed,sprinkler,Yes,N,Yes,5.1,457.2,26.2,68.4,5.71,38.6,6.15,11,1,20.4,1,0,1.78,53600.0,1.75,Poor
FRM018449,Zamfara,Millet,Wet Season,Silt,Rain-fed,sprinkler,No,Yes,Yes,1.67,680.0,26.8,70.6,6.88,93.4,3.14,0,2,33.8,1,1,1.41,63558.0,1.45,LOW
FRM018450,Kano,Rice,Wet Season,loamy,Irrigation,Drip,Yes,No,Yes,0.23,485.2,29.1,77.8,pH 6.46,68.7,3.63,12,4,15.5,1,1,2.1,36443.0,3.63,Average
FRM018451,Plateau,Millet,Dry Season,Sandy,Rain-fed,drip,no,No,Yes,3.55,1175.4,33.0,53.7,7.19,49.1,6.08,6,4,9.7,1,1,1.7,42906.0,2.21,L
FRM018452,Kebbi,Rice,DRY,Sandy,Mixed,Sprinkler,Yes,No,No,4.6,1120.5,30.4,64.8,6.09,0.0,1.97,15,3,8.8,0,1,3.58,63736.0,3.45,M
FRM018453,Katsina,Wheat,Wet Season,Silt,Mixed,None,Yes,Yes,Yes,3.2,851.6,19.2,49.4,7.37,36.6,4.9,4,1,32.2,0,1,3.86,63308.0,3.29,MEDIUM
FRM018454,Plateau,Groundnut,Rainy,Clay,Irrigation,Sprinkler,Yes,no,Yes,0.93,793.6,34.5,73.3,4.71,78.4,1.1,25,3,11.6,0,1,2.5,15902.0,3.04,AVERAGE
FRM018455,Kaduna,Wheat,Dry Season,Clay,MIXED,Flood,No,Yes,No,0.38,1086.3,261.0,55.4,5.28,70.1,5.66,14,5,25.8,1,0,3.96 tons,38179.0,1.22,LOW
FRM018456,Gombe,Millet,dry season,C,mixed,None,Yes,yes,Yes,1.32,825.1,22.6,52.8,6.64,104.3kg,3.24,0,5,33.8,0,0,3.15,53859.0,3.36,MODERATE
FRM018457,Kebbi,Maize,dry season,Loamy,Rain-fed,Drip,Yes,Yes,1,0.85,490.1,24.0,57.0,6.69,39.8,0.0,15,1,44.8,1,0,3.07,61193.0,2.97,AVERAGE
FRM018458,Plateau,Sorghum,Wet Season,loamy,Rain-fed,none,yes,N,No,1.71,837.4,30.5,58.5,6.14,108.6,6.19,7,4,41.0,0,1,0.2 tons,79059.0,2.52 t/ha,Medium
FRM018459,Niger,Cowpea,Dry Season,Silt,Irrigation,flood,Yes,Yes,Yes,0.1,836.8,36.1,73.3,5.16,61.4,2.17,4,6,23.4,0,1,4.4,60466.0,3.58,MODERATE
FRM018460,Taraba,Maize,Dry Season,Loamy,MIXED,Flood,yes,Yes,Yes,5.16,659.7,29.1,61.4%,8.0,123.5,3.73,14,2,7.4miles,1,0,4.09,58950.0,3.45,medium
FRM018461,Zamfara,Groundnut,dry season,Silt,Rain-fed,drip,0,Yes,Yes,3.98,960.1,19.8,83.2,6.41,100.0,10.77,10,5,51.8,0,1,0.57,54132.0,3.5,M
FRM018462,Gombe,Wheat,Rainy,Loamy,rain-fed,Sprinkler,Yes,Y,yes,3.93,686.4,27.6,61.7,5.52,50.2kg,6.4,0,4,1.0,1,0,2.63,56446.0,2.62,MEDIUM
FRM018463,Kebbi,Groundnut,dry,Loamy,Rain-fed,Drip,Yes,Yes,Yes,2.34,857.8,28.2,59.5,6.16,72.3,5.76,18,4,8.8miles,1,0,0.2,79371.0,4.77,Excellent
FRM018464,Jigawa,Cassava,Wet Season,CLAY,Mixed,sprinkler,Yes,Yes,Yes,3.25,1168.0,27.7,70.3,6.55,58.1 kg/ha,0.95,15,3,34.6,1,0,1.64,26172.0,3.68,Medium
FRM018465,Yobe,Wheat,wet,Clay,rain-fed,Flood,no,No,Yes,1.45,1174.5,28.8,57.0,6.71,86.9,1.15,9,1,11.7,0,0,2.0 t/ha,54030.0,2.16,Below Average
FRM018466,Yobe,Millet,dry season,Loamy,Mixed,None,FALSE,No,No,1.78 acres,965.2,29.4,45.5,6.95,44.4,6.36,16,4,1.6,1,1,4.58,82437.0,2.0,MEDIUM
FRM018467,Niger,Wheat,Dry Season,Sandy,Irrigation,flood,Yes,Yes,Yes,0.67,808.2,27.7,38.5,5.23,74.5,2.15,12,5,1.9,0,1,3.18,53335.0,2.33,MODERATE
FRM018468,Zamfara,Maize,Dry Season,Loamy,Mixed,flood,0,Yes,No,0.37,1058.7,23.1,53.1,5.39,125.7,2.67,17,5,18.1,1,1,1.71,71787.0,3.11,medium
FRM018469,Jigawa,Sorghum,Wet Season,Clay,rain-fed,sprinkler,Yes,Yes,yes,9.17,1044.3,39.6,77.3%,5.69,44.4,4.18,12,4,28.9,1,1,3.46 tons,68371.0,3.17,AVERAGE
FRM018470,Kaduna,Millet,dry season,Loamy,Irrigation,Flood,Yes,yes,Yes,2.79,710.1,26.9,36.2,6.6,87.7,1.47,3,6,1.0,1,0,1.6,30868.0,7.01,HIGH
FRM018471,Benue,Soybean,wet,Loamy,Rain-fed,sprinkler,Yes,Yes,yes,5.61,789.4,29.3,68.0,4.18,21.8 kg/ha,2.2,13,5,15.1,1,0,3.22,71758.0,2.99,AVERAGE
FRM018472,Yobe,Maize,Wet Season,Sandy,MIXED,None,Yes,Yes,Yes,0.1,783.6,35.8,81.0,5.64,91.3,2.55,12,2,1.0,0,1,2.44,44214.0,4.01,Moderate
FRM018473,Bauchi,Yam,Dry Season,Clay,Mixed,None,Yes,Yes,No,2.5,873.4,26.1,52.3,6.99,97.5 kg/ha,4.62,12,5,-25.2,0,1,4.26,59623.0,3.41,Medium
FRM018474,Kebbi,Millet,Wet Season,Loamy,Irrigation,None,yes,yes,Yes,1.75,969.2,28.2,58.6,7.13,0.0,1.22,8,2,28.1,0,1,1.86,45097.0,6.63,High
FRM018475,Niger,Millet,Wet Season,Sandy,irrigation,None,No,Yes,No,0.69,947.1,25.0,35.2,5.45,18.8,6.86,9,3,34.7,0,1,2.61,65018.0,0.87,Below Average
FRM018476,Zamfara,Maize,Harmattan,Loamy,Rain-fed,Flood,Yes,No,No,0.1,662.4,28.5,61.6,6.89,104.7,6.71,19,6,35.9,1,0,3.6,66500.0,3.87,Moderate
FRM018477,Zamfara,Cassava,Dry Season,Silt,irrigation,sprinkler,Yes,Yes,Yes,0.45,831.6,31.3,43.5,6.16,84.6,4.41,14,3,10.8,0,0,4.71,71866.0,5.1,Excellent
FRM018478,Plateau,Wheat,Wet Season,Loamy,Mixed,None,No,Yes,Yes,2.99,1004.5,28.6,76.5,5.89,142.4,4.18,6,2,17.0,1,1,3.12,83236.0,2.9,MEDIUM
FRM018479,Kano,Yam,wet,C,Mixed,None,Yes,1,Yes,1.49,968.2,25.8,55.3,5.97,70.7,0.6,9,4,39.9,1,0,0.2,42024.0,3.58,AVERAGE
FRM018480,Plateau,Groundnut,Dry Season,Silt,Rain-fed,Drip,Yes,Yes,Yes,2.08,225.7,30.6,80.3,4.83,103.5,0.0,21,2,28.4,0,0,2.63,58947.0,2.61,MEDIUM
FRM018481,Niger,Millet,Wet Season,clay,Rain-fed,Sprinkler,Yes,Yes,Yes,8.44,789.8,34.0,64.2,4.43,103.2,3.04,13,4,34.6,0,1,4.08,31069.0,3.17,MEDIUM
FRM018482,Sokoto,Wheat,DRY,Clay,irrigation,Flood,Yes,No,Yes,1.25,674.0,23.9°C,95.1,4.84,65.8,4.51,17,4,9.0,0,0,4.85,40651.0,36.2,medium
FRM018483,Taraba,Cowpea,wet season,Loamy,irrigation,None,0,yes,Yes,0.51,,32.2,69.4,5.68,74.5,2.7,10,2,15.3,1,1,3.48,55049.0,5.59,Excellent
FRM018484,Jigawa,Cowpea,Rainy,Loamy,Irrigation,N/A,Yes,yes,No,0.12,951.3,33.9,39.8,5.98,227.3,1.56,11,7,23.0,1,1,3.97,64413.0,6.24,HIGH
FRM018485,Kebbi,Groundnut,dry season,C,Rain-fed,None,No,Yes,no,0.23,879.9,35.1,84.0,,63.3,4.37,4,5,17.0,1,0,1.59,60444.0,2.01,POOR
FRM018486,Plateau,Rice,Dry Season,Sandy,Rain-fed,Flood,Yes,no,No,0.5,346.8,30.2,69.1,6.3,28.9,3.22,11,1,14.8,0,1,3.8,41065.0,1.62,POOR
FRM018487,Zamfara,Yam,Wet Season,Loamy,Rain-fed,Flood,no,No,Y,0.29,1359.7,27.7,55.8,6.36,88.6,2.38,14,7,18.4,1,1,2.71,63292.0,2.74,M
FRM018488,Jigawa,Cowpea,Harmattan,Clay,Rain-fed,Flood,Yes,Yes,Yes,4.42,1033.2,29.8,93.1,7.24,110.7,6.62,17,5,1.0,0,0,1.4,57753.0,2.77,Moderate
FRM018489,Zamfara,Sorghum,Wet Season,Clay,Irrigation,Flood,1,No,Yes,8.45,1307.4,27.7,55.8,4.64,40.3,0.27,17,3,,1,0,2.14,55543.0,3.77,MEDIUM
FRM018490,Benue,Groundnut,dry,Clay,rain-fed,Drip,Yes,no,No,5.59,442.9,32.2,58.2,7.11,77.6,4.39,5,4,23.3,0,1,1.21 tons,41329.0,1.06,Very Poor
FRM018491,Kebbi,Maize,Wet Season,loamy,Mixed,Drip,Yes,Yes,Yes,0.46,1168.1,30.0,69.2,5.77,80.9,3.27,19,6,5.5,1,0,2.34,54655.0,6.73,high
FRM018492,Bauchi,Maize,Rainy,Loamy,Rain-fed,drip,No,no,Yes,0.81,988.3 mm,33.3,99.3,5.81,102.6,6.19,14,2,14.6,1,1,3.5,56412.0,2.83,Medium
FRM018493,Bauchi,Soybean,Rainy,Clay,Rainfed,Flood,1,No,Yes,0.38,979.1,29.3,68.1,6.61,50.3,1.28,6,3,3.3,1,0,2.37,64937.0,3.17,MEDIUM
FRM018494,Benue,Sorghum,wet season,Clay,Rain-fed,Flood,Yes,Yes,Yes,2.17 ha,813.8,22.9,69.4,6.77,128.8,0.0,16,6,10.2,1,1,4.7,33240.0,5.53,Excellent
FRM018495,Adamawa,Yam,Dry Season,Sandy,Irrigation,None,Yes,No,No,0.13,646.3,26.8,49.1,6.75,109.4,1.5,5,5,22.5 km,1,0,3.56,44448.0,3.39,MODERATE
FRM018496,Gombe,Cowpea,DRY,Loamy,Rain-fed,Flood,Y,Yes,Y,6.99,593.3,27.2,72.6,5.39,96.6,1.1,9,1,41.6,1,0,2.2,72028.0,3.02,M
FRM018497,Taraba,Rice,wet season,Loamy,Irrigation,Drip,Yes,No,Yes,1.49,1109.9,31.7,43.9,6.88,774.0,1.74,11,1,16.5,0,1,3.6,45351.0,6.46,EXCELLENT
FRM018498,Kaduna,Yam,dry season,Clay,MIXED,Flood,1,No,Yes,0.49,773.7,24.1,86.4,6.1,41.1,5.55,10,3,18.3,1,1,2.29,51326.0,2.05,MODERATE
FRM018499,Plateau,Cassava,wet season,loamy,Irrigation,Flood,No,No,Yes,2.88,1263.4,33.4,62.1,7.26,83.8,2.78,20,5,24.3,1,1,4.48,65941.0,4.1,high
FRM018500,Katsina,Yam,dry season,Loamy,Rain-fed,None,Yes,No,Yes,1.0,875.5,32.7,36.0,6.65,126.9,3.68,16,7,1.0 km,0,0,4.62,53949.0,2.91,Moderate
FRM018501,Niger,Maize,Wet Season,clay,Mixed,Drip,Yes,No,Yes,0.63,832.1,30.8,59.0,5.97,63.0,7.1,17,3,25.6,1,1,2.67,38051.0,2.11,MODERATE
FRM018502,Niger,Soybean,Wet Season,Clay,Irrigation,None,Yes,Yes,yes,0.42,1172.3,29.4,53.0,7.11,113.2,1.4,15,5,37.4,1,1,2.27,37858.0,6.06,H
FRM018503,Kaduna,Cowpea,Dry Season,Loamy,Irrigation,Sprinkler,No,No,yes,3.64,1173.3,18.1,46.5,7.06,20.3,3.96,13,3,18.4,1,1,3.22,45003.0,3.8,AVERAGE
FRM018504,Gombe,Groundnut,wet season,Clay,Rain-fed,None,No,Yes,Y,1.15,716.0,30.3,51.4,6.89,121.7,3.65,25,6,-8.8,0,1,3.67,48787.0,3.7,M
FRM018505,Bauchi,Cowpea,wet,Sandy,rain-fed,Drip,Yes,Yes,Yes,2.0,1145.5,27.8 degrees,62.4,8.1,32.7,5.51,13,2,-24.0,1,1,3.33,59599.0,,AVERAGE
FRM018506,Kebbi,Wheat,Dry Season,Silt,Rain-fed,flood,No,No,no,0.92,1117.5,25.7,74.1,5.9,54.4,3.03,20,1,17.3,0,0,2.39,39482.0,1.11,Poor
FRM018507,Plateau,Maize,Dry Season,Clay,Mixed,Flood,no,Yes,0,2.16,815.3,33.3,37.3,6.85,50.3,1.86,26,6,28.9,0,0,1.4,52849.0,1.75,Poor
FRM018508,Gombe,Soybean,WET,loamy,Rain-fed,Flood,Yes,Yes,Yes,5.76,609.5,27.3,80.1,6.89,96.4,7.52,14,5,7.2,0,0,3.27,45183.0,3.07 tons,MEDIUM
FRM018509,Taraba,Wheat,Wet Season,loamy,rain-fed,None,Yes,Yes,Yes,1.92,856.2,27.2,51.4,6.36,74.0,1.88,8,5,15.4,1,0,3.99,62958.0,4.69,H
FRM018510,Adamawa,Sorghum,Harmattan,Loamy,Rain-fed,None,No,N,Yes,8.27,669.7,28.2,63.5,5.66,75.9,2.65,10,1,43.5,1,0,5.05,51118.0,3.05,MODERATE
FRM018511,Kano,Rice,Dry Season,Silt,Rain-fed,Drip,Yes,yes,No,5.84,1239.9,,74.3,5.95,84.1,2.67,10,8,25.6,0,1,1.85,42462.0,3.06,AVERAGE
FRM018512,Benue,Yam,wet,Clay,Mixed,Drip,1,No,No,2.26,1062.4,27.5,28.3,4.89,69.6kg,7.62,13,2,25.1,0,1,3.12,43028.0,1.63,POOR
FRM018513,Kaduna,Cassava,Dry Season,L,Rain-fed,drip,Yes,Yes,yes,0.1,200.0,26.2,81.8,5.56,90.2,0.0,21,6,18.5,1,1,4.78,40313.0,7.57,EXCELLENT
FRM018514,Jigawa,Millet,wet season,loamy,Rain-fed,flood,No,Yes,Yes,1.25,767.3,18.1,65.7,5.96,96.5,2.15,12,5,30.6,0,1,2.67,70950.0,2.45,medium
FRM018515,Kano,Millet,Rainy,Clay,Mixed,Sprinkler,Yes,Yes,no,0.21,716.7,31.8,64.7,6.12,83.3,4.08,0,7,26.2,0,1,2.56,37472.0,2.06,low
FRM018516,Benue,Groundnut,dry season,Sandy,Irrigation,None,Yes,Y,Yes,0.36,531.7,32.1,49.7,5.93,143.7,4.95,16,4,19.4,1,1,3.97,43522.0,5.33,Excellent
FRM018517,Kaduna,Soybean,WET,Loamy,Mixed,none,No,yes,No,6.2,1029.1,27.8,58.7,5.81,137.5,4.62,7,1,37.8,0,0,3.91,42303.0,2.22,MODERATE
FRM018518,Niger,Sorghum,Dry Season,Loamy,Rain-fed,Drip,TRUE,Yes,yes,0.14,1030.2,31.2,58.5,6.54,77.8,4.27,18,1,17.5miles,0,0,2.6,52000.0,4.33,MODERATE
FRM018519,Yobe,Maize,Dry Season,Loamy,Rain-fed,Flood,No,Yes,0,8.32,971.3,27.2,75.6,77.5,107.3,6.95,26,4,11.4,1,0,1.2,44184.0,3.44,MODERATE
FRM018520,Niger,Cassava,wet season,Silt,Rain-fed,None,1,Yes,Yes,3.72,864.5,24.9,58.4,5.13,130.5,3.63,8,3,13.4,1,0,4.47,74539.0,2.0,MEDIUM
FRM018521,Zamfara,Groundnut,Wet Season,Loamy,Rain-fed,sprinkler,0,Yes,Yes,1.55,679.8 mm,26.2,79.8,6.43,68.7,3.95,8,1,25.4,0,1,3.14,62549.0,3.25,medium
FRM018522,Benue,Sorghum,Wet Season,Clay,Mixed,None,No,Yes,Yes,3.03,1086.4,35.0,76.1,4.7,147.3,3.37,15,6,17.2,1,1,1.46,62057.0,3.67,Average
FRM018523,Katsina,Rice,Rainy,loamy,irrigation,sprinkler,Yes,0,Yes,0.6,810.8,27.9,54.4 percent,6.74,151.7,5.8,2,1,15.2,1,1,4.76,53609.0,6.33,HIGH
FRM018524,Bauchi,Maize,Rainy,Silt,Rain-fed,Drip,Yes,Yes,Yes,6.47,837.0,27.2,70.8,6.59,35.2,2.01,3,4,24.4,1,0,2.57,64202.0,3.28,M
FRM018525,Taraba,Millet,wet,Clay,Irrigation,Sprinkler,yes,Yes,yes,5.96,431.1,28.4,35.4,6.2,41.1,4.7,10,5,19.5,1,1,2.12,43629.0,3.33,MODERATE
FRM018526,Yobe,Rice,dry season,Sandy,Irrigation,Sprinkler,Yes,yes,yes,0.81,917.2,31.4,81.1,5.75,36.7,2.67,11,5,14.0,1,1,3.48,55097.0,6.92,Excellent
FRM018527,Sokoto,Groundnut,Dry Season,Clay,Rain-fed,Flood,Yes,yes,No,0.39,429.9,35.9,97.7,5.42,-96.3,6.11,13,4,11.5,1,1,1.42,60478.0,1.68,Poor
FRM018528,Kebbi,Soybean,Wet Season,loamy,Rain-fed,Flood,No,Yes,No,5.18,623.3,37.3,65.7,6.51,77.4,5.09,17,5,3.4,1,1,1.25,62772.0,1.97,LOW
FRM018529,Yobe,Wheat,Harmattan,Sandy,Rain-fed,Sprinkler,1,No,No,2.15,984.2,33.4,79.9,4.99,31.1,1.5,11,6,21.7,1,0,0.78,58225.0,2.36,POOR
FRM018530,Kebbi,Soybean,wet season,Sandy,Rain-fed,flood,Yes,Y,yes,0.51,1055.0,28.0,51.5,5.49,91.6,4.23,20,4,27.0,0,1,1.16,56834.0,3.31,Moderate
FRM018531,Bauchi,Maize,dry season,S,Mixed,Drip,yes,0,No,2.43,1331.4,26.5,52.4,7.06,121.9,5.33,0,5,14.5,1,1,1.62,78971.0,3.3,MEDIUM
FRM018532,Gombe,Rice,Dry Season,Silt,Rain-fed,None,Yes,Yes,Yes,3.89 ha,979.0,28.7,62.9,5.85,45.7,2.33,14,4,29.5,0,0,4.4,60168.0,3.14,MODERATE
FRM018533,Jigawa,Yam,wet season,Loamy,Mixed,sprinkler,Yes,Yes,No,4.87,629.7,23.5,50.4,5.02,44.0,0.0,16,5,15.1,0,0,0.84,44253.0,1.69,Below Average
FRM018534,Benue,Soybean,Rainy,Silt,IRRIGATION,Flood,Yes,Yes,yes,4.97,636.5,29.1,74.6,7.44,103.6,7.46,16,3,12.2,1,0,5.27,61141.0,5.04,HIGH
FRM018535,Kaduna,Cowpea,DRY,LOAMY,Rain-fed,None,Yes,Yes,Yes,0.22,589.2,29.1,62.8,5.29 pH,96.0,4.29,0,5,3.9km,0,1,3.96,57395.0,2.14,Average
